"Host","Log Name","Date Time","Time Zone","Method","URL","Response Code","Bytes Sent","Referer","User Agent"
"127.0.0.1","-","2018-02-25 06:41:11","GMT-0800","OPTIONS","*",200,152,"-","Apache/2.2.16 (Ubuntu) (internal dummy connection)"
"113.35.251.98","-","2018-02-25 07:21:51","GMT-0800","GET","/",200,565,"-","Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)"
"216.244.66.229","-","2018-02-25 07:48:31","GMT-0800","GET","/robots.txt",200,365,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"216.244.66.229","-","2018-02-25 07:51:21","GMT-0800","GET","/main.html",404,469,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"123.125.67.165","-","2018-02-25 08:01:24","GMT-0800","GET","/robots.txt",200,385,"-","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36"
"46.229.164.100","-","2018-02-25 08:56:47","GMT-0800","GET","/robots.txt",200,385,"-","Mozilla/5.0 (compatible; SemrushBot/1.2~bl; +http://www.semrush.com/bot.html)"
"216.244.66.229","-","2018-02-25 10:27:43","GMT-0800","GET","/robots.txt",200,365,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"216.244.66.229","-","2018-02-25 10:33:41","GMT-0800","GET","/411.html",404,468,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"216.244.66.229","-","2018-02-25 10:59:22","GMT-0800","GET","/robots.txt",200,365,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"80.82.64.70","-","2018-02-25 11:35:53","GMT-0800","GET","/muieblackcat",404,469,"-","-"
"80.82.64.70","-","2018-02-25 11:35:53","GMT-0800","GET","//phpMyAdmin/scripts/setup.php",404,478,"-","-"
"80.82.64.70","-","2018-02-25 11:35:54","GMT-0800","GET","//phpmyadmin/scripts/setup.php",404,478,"-","-"
"80.82.64.70","-","2018-02-25 11:35:54","GMT-0800","GET","//pma/scripts/setup.php",404,474,"-","-"
"80.82.64.70","-","2018-02-25 11:35:54","GMT-0800","GET","//myadmin/scripts/setup.php",404,477,"-","-"
"80.82.64.70","-","2018-02-25 11:35:54","GMT-0800","GET","//MyAdmin/scripts/setup.php",404,477,"-","-"
"217.182.192.80","-","2018-02-25 11:49:05","GMT-0800","GET","/robots.txt",200,423,"-","Barkrowler/0.7 (+http://www.exensa.com/crawl)"
"216.244.66.229","-","2018-02-25 12:03:12","GMT-0800","GET","/robots.txt",200,365,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"141.212.122.128","-","2018-02-25 12:11:54","GMT-0800","GET","/x",400,514,"-","Telesphoreo"
"216.244.66.229","-","2018-02-25 12:35:08","GMT-0800","GET","/robots.txt",200,365,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"216.244.66.229","-","2018-02-25 12:35:09","GMT-0800","GET","/robots.txt",200,365,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"216.244.66.229","-","2018-02-25 12:45:31","GMT-0800","GET","/photos/als/eric+cathy_energy.jpg",404,496,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"139.162.119.197","-","2018-02-25 12:50:29","GMT-0800","GET","/",200,562,"-","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
"198.186.192.103","-","2018-02-25 13:05:56","GMT-0800","GET","/",200,562,"-","-"
"216.244.66.229","-","2018-02-25 13:06:55","GMT-0800","GET","/robots.txt",200,365,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"46.243.189.111","-","2018-02-25 13:12:20","GMT-0800","GET","/",200,508,"-","Mozilla/5.0 zgrab/0.x"
"216.244.66.229","-","2018-02-25 13:16:41","GMT-0800","GET","/non_working_portfolio/ok/1.html",404,491,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"217.182.192.80","-","2018-02-25 14:30:08","GMT-0800","GET","/robots.txt",200,423,"-","Barkrowler/0.7 (+http://www.exensa.com/crawl)"
"71.6.202.198","-","2018-02-25 15:21:52","GMT-0800","GET","/ccvv",404,445,"-","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64)"
"216.244.66.229","-","2018-02-25 15:46:12","GMT-0800","GET","/robots.txt",200,365,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"216.244.66.229","-","2018-02-25 16:01:16","GMT-0800","GET","/ramble/index.php?blogId=4",404,476,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"216.244.66.229","-","2018-02-25 16:17:38","GMT-0800","GET","/ramble/index.php?blogId=4",404,476,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"210.179.104.183","-","2018-02-25 17:29:20","GMT-0800","GET","/",400,514,"-","-"
"216.244.66.229","-","2018-02-25 18:09:14","GMT-0800","GET","/robots.txt",200,365,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"172.104.108.109","-","2018-02-25 18:20:27","GMT-0800","GET","/",200,527,"-","Mozilla/5.0"
"216.244.66.229","-","2018-02-25 18:24:29","GMT-0800","GET","/ramble/index.php?blogId=45",404,476,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"222.186.24.113","-","2018-02-25 19:42:40","GMT-0800","GET","/cgi-bin/php",404,473,"-","-"
"222.186.24.113","-","2018-02-25 19:42:40","GMT-0800","GET","/cgi-bin/php5",404,474,"-","-"
