"Host","Log Name","Date Time","Time Zone","Method","URL","Response Code","Bytes Sent","Referer","User Agent"
"127.0.0.1","-","2018-04-01 06:43:40","GMT-0700","OPTIONS","*",200,152,"-","Apache/2.2.16 (Ubuntu) (internal dummy connection)"
"127.0.0.1","-","2018-04-01 06:43:40","GMT-0700","OPTIONS","*",200,152,"-","Apache/2.2.16 (Ubuntu) (internal dummy connection)"
"127.0.0.1","-","2018-04-01 06:43:40","GMT-0700","OPTIONS","*",200,152,"-","Apache/2.2.16 (Ubuntu) (internal dummy connection)"
"127.0.0.1","-","2018-04-01 06:43:40","GMT-0700","OPTIONS","*",200,152,"-","Apache/2.2.16 (Ubuntu) (internal dummy connection)"
"127.0.0.1","-","2018-04-01 06:43:40","GMT-0700","OPTIONS","*",200,152,"-","Apache/2.2.16 (Ubuntu) (internal dummy connection)"
"127.0.0.1","-","2018-04-01 06:43:40","GMT-0700","OPTIONS","*",200,152,"-","Apache/2.2.16 (Ubuntu) (internal dummy connection)"
"127.0.0.1","-","2018-04-01 06:43:40","GMT-0700","OPTIONS","*",200,152,"-","Apache/2.2.16 (Ubuntu) (internal dummy connection)"
"127.0.0.1","-","2018-04-01 06:43:40","GMT-0700","OPTIONS","*",200,152,"-","Apache/2.2.16 (Ubuntu) (internal dummy connection)"
"127.0.0.1","-","2018-04-01 06:43:40","GMT-0700","OPTIONS","*",200,152,"-","Apache/2.2.16 (Ubuntu) (internal dummy connection)"
"127.0.0.1","-","2018-04-01 06:43:40","GMT-0700","OPTIONS","*",200,152,"-","Apache/2.2.16 (Ubuntu) (internal dummy connection)"
"127.0.0.1","-","2018-04-01 06:43:40","GMT-0700","OPTIONS","*",200,152,"-","Apache/2.2.16 (Ubuntu) (internal dummy connection)"
"127.0.0.1","-","2018-04-01 06:43:40","GMT-0700","OPTIONS","*",200,152,"-","Apache/2.2.16 (Ubuntu) (internal dummy connection)"
"127.0.0.1","-","2018-04-01 06:43:40","GMT-0700","OPTIONS","*",200,152,"-","Apache/2.2.16 (Ubuntu) (internal dummy connection)"
"34.234.201.191","-","2018-04-01 06:52:26","GMT-0700","GET","/robots.txt",200,423,"-","MauiBot (crawler.feedback+wc@gmail.com)"
"144.217.79.24","-","2018-04-01 07:28:28","GMT-0700","GET","/photos/black_fleet/YodaClaus.jpg",404,515,"-","-"
"144.217.79.24","-","2018-04-01 07:29:03","GMT-0700","GET","/photos/black_fleet/YodaClaus.jpg",404,515,"-","-"
"198.27.75.97","-","2018-04-01 07:29:38","GMT-0700","GET","/photos/black_fleet/YodaClaus.jpg",404,515,"-","-"
"149.56.19.23","-","2018-04-01 07:30:12","GMT-0700","GET","/photos/black_fleet/YodaClaus.jpg",404,515,"-","-"
