"Host","Log Name","Date Time","Time Zone","Method","URL","Response Code","Bytes Sent","Referer","User Agent"
"104.197.100.216","-","2015-06-14 06:54:55","GMT-0700","GET","/",200,600,"-","NerdyBot"
"50.182.5.128","-","2015-06-14 07:03:46","GMT-0700","GET","/",200,565,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3"
"50.182.5.128","-","2015-06-14 07:03:46","GMT-0700","GET","/hamster.gif",200,700106,"http://spinster.org/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3"
"104.197.77.113","-","2015-06-14 08:14:27","GMT-0700","GET","/",200,600,"-","NerdyBot"
"206.253.226.8","-","2015-06-14 08:27:59","GMT-0700","GET","/photos/engel.jpg",404,537,"-","Mozilla/5.0 (compatible; oBot/2.3.1; +http://filterdb.iss.net/crawler/)"
"119.63.196.26","-","2015-06-14 08:52:35","GMT-0700","GET","/",200,562,"-","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
"50.87.144.43","-","2015-06-14 09:38:10","GMT-0700","GET","/",200,562,"-","-"
"50.87.144.43","-","2015-06-14 09:38:10","GMT-0700","GET","/wp-login.php",404,491,"-","-"
"50.87.144.43","-","2015-06-14 09:38:10","GMT-0700","GET","/administrator/index.php",404,502,"-","-"
"50.87.144.43","-","2015-06-14 09:38:10","GMT-0700","GET","/user",404,483,"-","-"
"50.87.144.43","-","2015-06-14 09:38:10","GMT-0700","GET","/admin.php",404,488,"-","-"
"148.251.52.173","-","2015-06-14 10:31:16","GMT-0700","GET","/photos/black_fleet/wookie.jpg",404,493,"-","-"
"208.115.113.92","-","2015-06-14 10:58:43","GMT-0700","GET","/robots.txt",200,365,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"208.115.113.92","-","2015-06-14 11:08:48","GMT-0700","GET","/ramble/index.php?blogId=49",404,476,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"50.182.5.128","-","2015-06-14 11:18:42","GMT-0700","GET","/",200,565,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3"
"50.182.5.128","-","2015-06-14 11:18:42","GMT-0700","GET","/hamster.gif",200,700106,"http://spinster.org/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3"
