"Host","Log Name","Date Time","Time Zone","Method","URL","Response Code","Bytes Sent","Referer","User Agent"
"203.133.168.12","-","2015-09-06 06:48:25","GMT-0700","GET","/robots.txt",200,423,"-","Mozilla/5.0 (compatible; MSIE or Firefox mutant; not on Windows server;) Daumoa 4.0"
"104.154.52.144","-","2015-09-06 07:16:03","GMT-0700","GET","/",200,600,"-","NerdyBot"
"119.63.196.102","-","2015-09-06 07:19:56","GMT-0700","GET","/",200,562,"-","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
"130.211.160.34","-","2015-09-06 08:07:59","GMT-0700","GET","/",200,600,"-","NerdyBot"
"114.222.53.199","-","2015-09-06 08:18:09","GMT-0700","GET","/ramble/index.php?blogId=39",404,507,"-","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1;)"
"150.70.173.6","-","2015-09-06 09:00:42","GMT-0700","GET","/",200,543,"-","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
"119.63.196.24","-","2015-09-06 09:20:03","GMT-0700","GET","/",200,562,"-","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
"45.55.41.54","-","2015-09-06 09:52:36","GMT-0700","HEAD","/",200,279,"http://www.netcraft.com/survey/","Mozilla/4.0 (compatible; Netcraft Web Server Survey)"
"192.227.228.96","-","2015-09-06 10:30:18","GMT-0700","GET","/ramble/index.php?blogId=67",404,469,"http://spinster.org/","Mozilla/5.0 (iPhone; CPU iPhone OS 8_0_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12A405 Safari/600.1.4"
"192.227.228.96","-","2015-09-06 10:30:19","GMT-0700","GET","/",200,565,"http://spinster.org","Mozilla/5.0 (iPhone; CPU iPhone OS 8_0_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12A405 Safari/600.1.4"
"203.133.168.12","-","2015-09-06 10:37:04","GMT-0700","GET","/",200,565,"-","Mozilla/5.0 (compatible; MSIE or Firefox mutant; not on Windows server;) Daumoa 4.0"
"182.118.53.78","-","2015-09-06 10:48:16","GMT-0700","GET","/",200,508,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2251.0 Safari/537.36"
"119.63.196.57","-","2015-09-06 11:19:51","GMT-0700","GET","/",200,562,"-","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
"45.55.48.170","-","2015-09-06 11:25:27","GMT-0700","HEAD","/",200,279,"http://www.netcraft.com/survey/","Mozilla/4.0 (compatible; Netcraft Web Server Survey)"
"123.30.175.208","-","2015-09-06 12:18:42","GMT-0700","GET","/robots.txt",200,385,"-","Mozilla/5.0 (compatible; coccoc/1.0; +http://help.coccoc.com/)"
"123.30.175.210","-","2015-09-06 12:19:17","GMT-0700","GET","/robots.txt",200,385,"-","Mozilla/5.0 (compatible; coccoc/1.0; +http://help.coccoc.com/)"
"46.118.118.173","-","2015-09-06 12:35:47","GMT-0700","GET","/",200,543,"http://pozdrawleniya.su/","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322) Babya Discoverer  8.0:"
