"Host","Log Name","Date Time","Time Zone","Method","URL","Response Code","Bytes Sent","Referer","User Agent"
"127.0.0.1","-","2015-09-27 06:48:52","GMT-0700","OPTIONS","*",200,152,"-","Apache/2.2.16 (Ubuntu) (internal dummy connection)"
"146.148.74.75","-","2015-09-27 07:12:28","GMT-0700","GET","/",200,600,"-","NerdyBot"
"104.207.150.177","-","2015-09-27 07:42:34","GMT-0700","GET","/",200,543,"-","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36"
"118.98.104.21","-","2015-09-27 07:47:48","GMT-0700","GET","/user/soapCaller.bs",404,471,"-","Morfeus Fucking Scanner"
"130.211.122.92","-","2015-09-27 08:04:33","GMT-0700","GET","/",200,600,"-","NerdyBot"
"208.115.113.92","-","2015-09-27 10:40:58","GMT-0700","GET","/robots.txt",200,365,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"208.115.113.92","-","2015-09-27 11:26:59","GMT-0700","GET","/ramble/index.php?blogId=63",404,476,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"185.53.44.21","-","2015-09-27 11:38:47","GMT-0700","GET","/robots.txt",200,396,"-","Mozilla/5.0 (compatible; XoviBot/2.0; +http://www.xovibot.net/)"
"109.123.101.28","-","2015-09-27 11:58:59","GMT-0700","GET","/admin/config.php",404,478,"-","curl/7.29.0"
"83.233.207.74","-","2015-09-27 12:00:04","GMT-0700","GET","/",200,600,"-","Mozilla/4.0 (CMS Crawler: http://www.cmscrawler.com)"
"83.233.207.74","-","2015-09-27 12:00:04","GMT-0700","GET","/",200,600,"-","Mozilla/4.0 (CMS Crawler: http://www.cmscrawler.com)"
"198.204.252.252","-","2015-09-27 14:23:00","GMT-0700","GET","/xmprpc.php",404,494,"-","-"
"74.91.30.42","-","2015-09-27 14:23:46","GMT-0700","GET","/",200,543,"-","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)"
"123.30.175.210","-","2015-09-27 14:51:59","GMT-0700","GET","/robots.txt",200,385,"-","Mozilla/5.0 (compatible; coccoc/1.0; +http://help.coccoc.com/)"
"123.30.175.208","-","2015-09-27 14:52:33","GMT-0700","GET","/robots.txt",200,385,"-","Mozilla/5.0 (compatible; coccoc/1.0; +http://help.coccoc.com/)"
"78.177.238.146","-","2015-09-27 15:19:59","GMT-0700","GET","/",200,565,"-","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
"78.177.238.146","-","2015-09-27 15:20:04","GMT-0700","GET","/robots.txt",200,423,"-","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
"78.177.238.146","-","2015-09-27 15:20:05","GMT-0700","GET","/wp-login.php",404,504,"-","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
"78.177.238.146","-","2015-09-27 15:20:06","GMT-0700","GET","/wp-login/",404,502,"-","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
