"Host","Log Name","Date Time","Time Zone","Method","URL","Response Code","Bytes Sent","Referer","User Agent"
"127.0.0.1","-","2015-09-20 06:30:28","GMT-0700","OPTIONS","*",200,152,"-","Apache/2.2.16 (Ubuntu) (internal dummy connection)"
"66.249.79.66","-","2015-09-20 06:57:56","GMT-0700","GET","/robots.txt",200,423,"-","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
"104.197.13.139","-","2015-09-20 07:13:31","GMT-0700","GET","/",200,600,"-","NerdyBot"
"104.154.32.245","-","2015-09-20 08:06:26","GMT-0700","GET","/",200,600,"-","NerdyBot"
"75.73.48.34","-","2015-09-20 09:38:01","GMT-0700","GET","/",200,562,"-","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
"207.46.13.28","-","2015-09-20 10:16:32","GMT-0700","GET","/robots.txt",200,396,"-","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
"178.239.50.139","-","2015-09-20 10:43:57","GMT-0700","GET","/phpmoadmin/moadmin.php",404,506,"-","-"
"46.101.185.132","-","2015-09-20 10:58:10","GMT-0700","GET","/",200,508,"-","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:24.0) Gecko/20100101 Firefox/24.0"
"182.118.55.241","-","2015-09-20 11:57:51","GMT-0700","GET","/",200,508,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2251.0 Safari/537.36"
"94.22.46.23","-","2015-09-20 13:35:21","GMT-0700","GET","/robots.txt",200,358,"-","Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)"
"66.249.79.99","-","2015-09-20 15:00:54","GMT-0700","GET","/robots.txt",200,423,"-","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
"157.55.39.226","-","2015-09-20 15:10:23","GMT-0700","GET","/robots.txt",200,396,"-","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
"208.115.113.92","-","2015-09-20 16:32:46","GMT-0700","GET","/robots.txt",200,365,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"208.115.113.92","-","2015-09-20 17:04:07","GMT-0700","GET","/ramble/index.php?blogId=74",404,476,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"66.249.79.50","-","2015-09-20 19:52:12","GMT-0700","GET","/robots.txt",200,423,"-","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
"207.46.13.106","-","2015-09-20 22:44:44","GMT-0700","GET","/robots.txt",200,396,"-","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
"213.133.97.216","-","2015-09-21 00:26:53","GMT-0700","HEAD","/",200,279,"-","Mozilla/5.0 (Windows NT 6.1; rv:36.0) Gecko/20100101 Firefox/36.0"
"123.30.175.208","-","2015-09-21 00:47:18","GMT-0700","GET","/robots.txt",200,385,"-","Mozilla/5.0 (compatible; coccoc/1.0; +http://help.coccoc.com/)"
"123.30.175.208","-","2015-09-21 00:47:52","GMT-0700","GET","/robots.txt",200,385,"-","Mozilla/5.0 (compatible; coccoc/1.0; +http://help.coccoc.com/)"
"144.76.29.162","-","2015-09-21 00:49:23","GMT-0700","GET","/robots.txt",200,358,"-","Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)"
"46.119.124.35","-","2015-09-21 01:16:43","GMT-0700","GET","/index.php?option=com_fabrik&c=import&view=import&filetype=csv&table=1",404,530,"-","Mozilla/5.0 (Windows NT 5.1; rv:22.0) Gecko/20100101 Firefox/22.0 Paros/3.2.13"
"180.76.15.150","-","2015-09-21 01:19:02","GMT-0700","GET","/robots.txt",200,385,"-","Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
"180.76.15.153","-","2015-09-21 01:22:02","GMT-0700","GET","/robots.txt",200,385,"-","Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
"207.241.226.217","-","2015-09-21 02:22:37","GMT-0700","GET","/robots.txt",200,358,"-","Mozilla/5.0 (compatible; archive.org_bot; Wayback Machine Live Record; +http://archive.org/details/archive.org_bot)"
"101.226.66.173","-","2015-09-21 03:19:05","GMT-0700","GET","/",200,562,"-","Mozilla/5.0 (Linux; U; Android 4.4.2; zh-cn; GT-I9500 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.0 QQ-Manager Mobile Safari/537.36"
"182.56.87.247","-","2015-09-21 03:25:04","GMT-0700","GET","/album/2001/6-june-24/justin_bruise.jpg",404,529,"-","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; BRI/2; GWX:RESERVED; ms-office; MSOffice 14)"
"182.56.87.247","-","2015-09-21 03:25:37","GMT-0700","GET","/album/2001/6-june-24/justin_bruise.jpg",404,529,"-","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; BRI/2; GWX:RESERVED; ms-office; MSOffice 14)"
"46.229.170.197","-","2015-09-21 03:29:15","GMT-0700","GET","/",200,543,"-","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:5.0) Gecko/20100101 Firefox/5.0"
"45.32.129.200","-","2015-09-21 04:13:58","GMT-0700","GET","/",200,543,"-","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36"
"193.201.227.57","-","2015-09-21 04:33:51","GMT-0700","GET","/",200,562,"-","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0"
"208.115.113.92","-","2015-09-21 04:38:08","GMT-0700","GET","/robots.txt",200,365,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"157.55.39.161","-","2015-09-21 05:09:19","GMT-0700","GET","/robots.txt",200,396,"-","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
"188.72.42.102","-","2015-09-21 05:31:53","GMT-0700","GET","/Ringing.at.your.dorbell!",404,508,"http://google.com/search?q=2+guys+1+horse","x00_-gawa.sa.pilipinas.2015"
"188.72.42.102","-","2015-09-21 05:31:54","GMT-0700","GET","/",200,562,"-","x00_-gawa.sa.pilipinas.2015"
"208.115.113.92","-","2015-09-21 05:32:47","GMT-0700","GET","/ramble/index.php?blogId=78",404,476,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"37.17.142.228","-","2015-09-21 06:00:20","GMT-0700","GET","/Ringing.at.your.dorbell!",404,508,"http://google.com/search?q=2+guys+1+horse","x00_-gawa.sa.pilipinas.2015"
"37.17.142.228","-","2015-09-21 06:00:21","GMT-0700","GET","/",200,562,"-","x00_-gawa.sa.pilipinas.2015"
"104.197.136.11","-","2015-09-21 07:13:29","GMT-0700","GET","/",200,600,"-","NerdyBot"
"193.201.227.103","-","2015-09-21 07:49:57","GMT-0700","GET","/",200,562,"-","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0"
"130.211.126.4","-","2015-09-21 08:05:15","GMT-0700","GET","/",200,600,"-","NerdyBot"
