"Host","Log Name","Date Time","Time Zone","Method","URL","Response Code","Bytes Sent","Referer","User Agent"
"207.46.13.143","-","2015-05-17 06:37:00","GMT-0700","GET","/robots.txt",200,396,"-","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
"80.172.225.186","-","2015-05-17 06:47:40","GMT-0700","GET","/wp-login.php",404,491,"-","-"
"104.197.49.178","-","2015-05-17 06:54:56","GMT-0700","GET","/",200,600,"-","NerdyBot"
"93.127.158.150","-","2015-05-17 07:57:29","GMT-0700","GET","/ramble/index.php?blogId=25",404,450,"http://spinster.org/","Mozilla/5.0 (Linux; Android 4.4.4; Galaxy Nexus Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36"
"93.127.158.150","-","2015-05-17 07:57:29","GMT-0700","GET","/",200,508,"http://spinster.org","Mozilla/5.0 (Linux; Android 4.4.4; Galaxy Nexus Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36"
"104.197.105.35","-","2015-05-17 08:12:52","GMT-0700","GET","/",200,600,"-","NerdyBot"
"195.3.144.125","-","2015-05-17 08:14:07","GMT-0700","GET","/muieblackcat",404,470,"-","-"
"195.3.144.125","-","2015-05-17 08:14:08","GMT-0700","GET","//phpMyAdmin/scripts/setup.php",404,480,"-","-"
"195.3.144.125","-","2015-05-17 08:14:08","GMT-0700","GET","//phpmyadmin/scripts/setup.php",404,480,"-","-"
"195.3.144.125","-","2015-05-17 08:14:09","GMT-0700","GET","//pma/scripts/setup.php",404,475,"-","-"
"195.3.144.125","-","2015-05-17 08:14:09","GMT-0700","GET","//myadmin/scripts/setup.php",404,478,"-","-"
"195.3.144.125","-","2015-05-17 08:14:09","GMT-0700","GET","//MyAdmin/scripts/setup.php",404,479,"-","-"
"195.3.144.125","-","2015-05-17 08:14:10","GMT-0700","GET","//db/scripts/setup.php",404,474,"-","-"
"195.3.144.125","-","2015-05-17 08:14:10","GMT-0700","GET","//admin/scripts/setup.php",404,477,"-","-"
"195.3.144.125","-","2015-05-17 08:14:11","GMT-0700","GET","//admin/pma/scripts/setup.php",404,479,"-","-"
"195.3.144.125","-","2015-05-17 08:14:11","GMT-0700","GET","//admin/phpmyadmin/scripts/setup.php",404,482,"-","-"
"195.3.144.125","-","2015-05-17 08:14:12","GMT-0700","GET","//php-my-admin/scripts/setup.php",404,481,"-","-"
"195.3.144.125","-","2015-05-17 08:14:12","GMT-0700","GET","//mysql/scripts/setup.php",404,477,"-","-"
"195.3.144.125","-","2015-05-17 08:14:13","GMT-0700","GET","//mysqladmin/scripts/setup.php",404,481,"-","-"
"195.3.144.125","-","2015-05-17 08:14:13","GMT-0700","GET","//phpadmin/scripts/setup.php",404,478,"-","-"
"195.3.144.125","-","2015-05-17 08:14:14","GMT-0700","GET","//phpmyadmin1/scripts/setup.php",404,480,"-","-"
"195.3.144.125","-","2015-05-17 08:14:14","GMT-0700","GET","//web/phpMyAdmin/scripts/setup.php",404,483,"-","-"
"195.3.144.125","-","2015-05-17 08:14:15","GMT-0700","GET","//xampp/phpmyadmin/scripts/setup.php",404,484,"-","-"
"195.3.144.125","-","2015-05-17 08:14:15","GMT-0700","GET","//web/phpMyAdmin/scripts/setup.php",404,483,"-","-"
"195.3.144.125","-","2015-05-17 08:14:16","GMT-0700","GET","//phpMyAdmin-2/scripts/setup.php",404,481,"-","-"
"208.115.113.92","-","2015-05-17 08:14:51","GMT-0700","GET","/robots.txt",200,365,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"208.115.113.92","-","2015-05-17 08:47:41","GMT-0700","GET","/ramble/index.php?blogId=83",404,476,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"70.198.64.2","-","2015-05-17 08:52:39","GMT-0700","GET","/images/tattoo.jpg",404,511,"http://www.bluelight.org/vb/threads/250188-Post-a-pic-of-a-really-shitty-tattoo-(work-warning)/page14","Mozilla/5.0 (Linux; Android 4.4.2; SCH-I545 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.108 Mobile Safari/537.36"
"119.63.196.106","-","2015-05-17 08:52:51","GMT-0700","GET","/",200,562,"-","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
"66.249.73.237","-","2015-05-17 10:07:00","GMT-0700","GET","/robots.txt",200,423,"-","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
"208.115.113.82","-","2015-05-17 10:10:23","GMT-0700","GET","/robots.txt",200,365,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"136.243.16.7","-","2015-05-17 10:37:18","GMT-0700","GET","/robots.txt",200,358,"-","Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)"
"208.115.113.82","-","2015-05-17 10:46:51","GMT-0700","GET","/ramble/index.php?blogId=30",404,476,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"104.37.186.214","-","2015-05-17 11:23:26","GMT-0700","GET","/",200,600,"-","-"
"110.84.2.174","-","2015-05-17 12:15:23","GMT-0700","GET","/ramble/index.php?blogid=44",404,507,"-","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
"74.102.61.75","-","2015-05-17 12:25:08","GMT-0700","GET","/",200,543,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)"
"180.76.15.28","-","2015-05-17 12:34:32","GMT-0700","GET","/robots.txt",200,385,"-","Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
"106.120.173.111","-","2015-05-17 12:47:19","GMT-0700","GET","/robots.txt",200,358,"-","Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)"
"106.120.173.111","-","2015-05-17 12:47:28","GMT-0700","GET","/robots.txt",200,358,"-","Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)"
"61.240.144.66","-","2015-05-17 13:28:10","GMT-0700","GET","/",200,562,"-","masscan/1.0 (https://github.com/robertdavidgraham/masscan)"
"182.118.20.165","-","2015-05-17 13:38:49","GMT-0700","GET","/robots.txt",200,423,"http://spinster.org/robots.txt","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0); 360Spider(compatible; HaosouSpider; http://www.haosou.com/help/help_3_2.html)"
"208.115.113.92","-","2015-05-17 16:10:38","GMT-0700","GET","/robots.txt",200,365,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
"110.84.2.174","-","2015-05-17 16:29:29","GMT-0700","GET","/ramble/index.php?blogid=44",404,507,"-","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 2.0.50727 ; .NET CLR 4.0.30319)"
"208.115.113.92","-","2015-05-17 16:46:16","GMT-0700","GET","/ramble/index.php?blogId=104",404,476,"-","Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
